[tileset]
img=images/tilesets/tileset_ruins.png
tile=249,2295,1725,190,280,94,234
tile=250,1536,1333,191,284,95,238
tile=251,1344,1369,191,284,95,238
tile=252,1725,1621,190,281,96,235
tile=253,1533,1900,190,281,96,235
tile=264,2119,2780,89,75,40,59
tile=265,2119,2855,89,75,40,59
tile=266,1124,3019,121,99,39,83
tile=267,1245,3019,112,99,66,83
tile=268,1728,356,73,82,29,73
tile=269,2390,2646,91,80,29,70
tile=270,1728,281,76,75,27,61
tile=271,1728,667,69,44,39,30
tile=272,1728,711,68,75,39,61
tile=273,1728,237,77,44,27,30
tile=274,2368,3137,112,147,41,129
tile=275,1728,3555,123,148,45,128
tile=276,1849,3703,112,147,41,129
tile=277,1888,3474,124,148,45,128
tile=278,987,3126,138,205,53,176
tile=279,1306,2780,142,229,46,206
tile=280,1699,2780,169,228,73,205
tile=281,2189,3145,161,141,69,110
tile=282,2027,3118,162,141,69,111
tile=283,2202,3014,166,131,72,101
tile=284,2208,2877,166,137,72,101
tile=285,2390,2555,95,91,40,71
tile=286,2377,1008,108,94,40,66
tile=287,1500,3009,92,108,35,93
tile=288,2390,2726,90,119,35,93
tile=289,188,2879,187,211,91,168
tile=290,946,2642,182,211,86,168
tile=291,2015,3432,140,171,55,148
tile=292,2181,3431,146,171,57,148
tile=293,1961,3688,121,170,49,144
tile=294,2082,3667,121,170,49,144
tile=295,1728,149,81,88,33,72
tile=296,192,192,192,192,96,144
animation=296;192,192,66ms;384,192,66ms;576,192,66ms;768,192,66ms;960,192,66ms;1152,192,66ms;1344,192,66ms;192,384,66ms;
tile=312,1357,3009,143,109,66,92
tile=313,2350,3284,134,111,60,90
tile=314,737,3149,165,184,69,172
tile=315,1963,2780,156,189,60,172
tile=316,1888,3299,130,85,62,59
tile=317,1888,3384,127,90,58,61
tile=328,1728,834,25,189,25,141
tile=329,546,3333,96,271,96,223
tile=330,1536,149,192,372,96,329
tile=331,2386,734,96,274,0,230
tile=332,902,3149,85,184,0,137
tile=333,1756,832,26,186,26,138
tile=334,1155,3586,96,274,96,234
tile=335,1810,0,192,374,96,331
tile=336,642,3333,96,271,0,223
tile=337,2119,2930,83,188,0,140
tile=344,1592,3009,96,98,96,50
tile=345,1569,3117,96,194,96,146
tile=346,2194,296,192,290,96,242
tile=347,1473,3118,96,195,0,147
tile=348,2388,2845,96,97,0,49
tile=349,1688,3009,96,98,96,50
tile=350,1761,3107,96,193,96,145
tile=351,2002,367,192,290,96,242
tile=352,1665,3107,96,194,0,146
tile=353,1784,3008,96,98,0,50
tile=360,2194,586,192,288,96,240
tile=361,2194,0,192,296,96,248
tile=362,2182,1155,192,261,96,249
tile=363,2327,3540,121,320,25,277
tile=364,1607,3567,121,296,25,248
tile=365,1801,374,192,288,96,240
tile=366,952,2060,189,320,96,277
tile=367,0,192,192,260,96,248
tile=368,1868,2780,95,228,-1,248
tile=369,1448,2780,126,229,70,248
tile=370,1728,438,70,229,-26,234
tile=371,1574,2780,125,229,96,234
tile=376,1329,2216,183,291,135,277
tile=377,738,3333,147,268,99,267
tile=378,1136,2478,183,268,39,267
tile=379,1880,3008,147,291,3,277
tile=380,1536,0,274,149,39,79
tile=381,0,0,384,192,96,96
animation=381;0,0,66ms;384,0,66ms;768,0,66ms;1152,0,66ms;
tile=384,2331,3395,148,145,64,107
tile=385,2027,3259,154,173,58,135
tile=386,2181,3286,150,145,63,107
tile=387,145,3429,155,173,86,135

